,Authority,Event-code,Influence,Description ENG,Description ORI,Event-class,Event-class Description,mapped_status,is_granted
1416,DK,UYT,-,DECISION ON EXAMINATION: UTILITY MODEL TERMINATED,RESULTAT AF PROEVNING: UDSLETTET (BRUGSMODEL),H,IP RIGHT CESSATION,DEAD,False
1417,EA,DZ4A,,EURASIAN PATENT ASSIGNED FOR AMENDMENT OF CLAIMS,EURASIAN PATENT ASSIGNED FOR AMENDMENT OF CLAIMS,M,IP RIGHT MAINTENANCE,NEUTRAL,False
1418,EA,FA9A,-,WITHDRAWAL OF A EURASIAN APPLICATION,WITHDRAWAL OF A EURASIAN APPLICATION,B,APPLICATION DISCONTINUATION,DEAD,False
1419,EA,HC1A,,CHANGE IN NAME OF AN APPLICANT IN A EURASIAN APPLICATION,CHANGE IN NAME OF AN APPLICANT IN A EURASIAN APPLICATION,R,PARTY DATA CHANGE,PENDING,False
1420,EA,HK1A,,ERRATA IN EAPO OFFICIAL GAZETTE IN PUBLISHED EURASIAN APPLICATIONS,ERRATA IN EAPO OFFICIAL GAZETTE IN PUBLISHED EURASIAN APPLICATIONS,Y,CORRECTION AND DELETION OF EVENT INFORMATION,PENDING,False
1421,EA,HK9A,,AMENDMENT TO THE EAPO BULLETIN CONCERNING PUBLISHED EURASIAN APPLICATION,[NO DESCRIPTION IN ORIGINAL LANGUAGE],Y,CORRECTION AND DELETION OF EVENT INFORMATION,PENDING,False
1422,EA,HM1A,,CHANGE IN COMPOSITION OF INVENTORS IN A PUBLISHED EURASIAN APPLICATION,CHANGE IN COMPOSITION OF INVENTORS IN A PUBLISHED EURASIAN APPLICATION,R,PARTY DATA CHANGE,PENDING,False
1423,EA,HZ9A,,PUBLICATION OF CORRECTED TITLE PAGE OF A PUBLICATION DOCUMENT (A8 PUBLICATION),PUBLICATION OF CORRECTED TITLE PAGE OF A PUBLICATION DOCUMENT (A8 PUBLICATION),Q,DOCUMENT PUBLICATION,PENDING,False
1424,EA,LC4A,,PARTIAL ADMINISTRATIVE REVOCATION OF A EURASIAN PATENT (B2),PARTIAL ADMINISTRATIVE REVOCATION OF A EURASIAN PATENT (B2),M,IP RIGHT MAINTENANCE,NEUTRAL,False
1425,EA,LD4A,,EURASIAN PATENT LIMITED ON REQUEST OF PATENT HOLDER (B3),LIMITATION OF A EURASIAN PATENT ON PATENT HOLDER'S REQUEST FILED WITH THE EAPO (B3),M,IP RIGHT MAINTENANCE,NEUTRAL,False
1426,EA,MA4A,-,SURRENDER OF THE EURASIAN PATENT AT THE REQUEST OF THE PROPRIETOR IN THE FOLLOWING DESIGNATED STATE(S),SURRENDER OF THE EURASIAN PATENT AT THE REQUEST OF THE PROPRIETOR IN THE FOLLOWING DESIGNATED STATE(S),H,IP RIGHT CESSATION,DEAD,False
1427,EA,MC4A,-,REVOCATION OF A EURASIAN PATENT UNDER OPPOSITION PROCEDURE,REVOCATION OF A EURASIAN PATENT UNDER OPPOSITION PROCEDURE,H,IP RIGHT CESSATION,DEAD,False
1428,EA,MD4A,,OPPOSITION FILED AGAINST GRANTED EURASIAN PATENT,[NO DESCRIPTION IN ORIGINAL LANGUAGE],L,IP RIGHT REVIEW REQUEST,NEUTRAL,False
1429,EA,MF4A,-,REVOCATION OF A EURASIAN PATENT AS INVALID ENTIRELY,REVOCATION OF A EURASIAN PATENT AS INVALID ENTIRELY,H,IP RIGHT CESSATION,DEAD,False
1430,EA,MH4A,-,REVOCATION OF A EURASIAN PATENT IN PART,REVOCATION OF A EURASIAN PATENT IN PART,M,IP RIGHT MAINTENANCE,DEAD,False
1431,EA,MH4D,-,REVOCATION OF A EURASIAN PATENT IN PART,REVOCATION OF A EURASIAN PATENT IN PART,M,IP RIGHT MAINTENANCE,DEAD,False
1432,EA,MK4A,-,PATENT EXPIRED,PATENT EXPIRED,H,IP RIGHT CESSATION,DEAD,False
1433,EA,MM4A,-,LAPSE OF A EURASIAN PATENT DUE TO NON-PAYMENT OF RENEWAL FEES WITHIN THE TIME LIMIT IN THE FOLLOWING DESIGNATED STATE(S),LAPSE OF A EURASIAN PATENT DUE TO NON-PAYMENT OF RENEWAL FEES WITHIN THE TIME LIMIT IN THE FOLLOWING DESIGNATED STATE(S),H,IP RIGHT CESSATION,DEAD,False
1434,EA,ND4A,+,EXTENSION OF TERM OF A EURASIAN PATENT,EXTENSION OF TERM OF A EURASIAN PATENT,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
1435,EA,NF4A,+,RESTORATION OF LAPSED RIGHT TO A EURASIAN PATENT,RESTORATION OF LAPSED RIGHT TO A EURASIAN PATENT,K,IP RIGHT REVIVAL,ALIVE,False
1436,EA,NF9A,+,RESTORATION OF LAPSED RIGHT TO A EURASIAN APPLICATION,RESTORATION OF LAPSED RIGHT TO A EURASIAN APPLICATION,C,APPLICATION REVIVAL,ALIVE,False
1437,EA,NG4A,+,REJECTION OF OPPOSITION AGAINST GRANT OF A EURASIAN PATENT,[NO DESCRIPTION IN ORIGINAL LANGUAGE],L,IP RIGHT REVIEW REQUEST,ALIVE,False
1438,EA,PC1A,,REGISTRATION OF TRANSFER TO A EURASIAN APPLICATION BY FORCE OF ASSIGNMENT,REGISTRATION OF TRANSFER TO A EURASIAN APPLICATION BY FORCE OF ASSIGNMENT,R,PARTY DATA CHANGE,PENDING,False
1439,EA,PC4A,,REGISTRATION OF TRANSFER OF A EURASIAN PATENT BY ASSIGNMENT,REGISTRATION OF TRANSFER OF A EURASIAN PATENT BY ASSIGNMENT,R,PARTY DATA CHANGE,NEUTRAL,False
1440,EA,PD1A,,REGISTRATION OF TRANSFER TO A EURASIAN APPLICATION BY ORDER OF SUCCESSION IN TITLE,REGISTRATION OF TRANSFER TO A EURASIAN APPLICATION BY ORDER OF SUCCESSION IN TITLE,R,PARTY DATA CHANGE,PENDING,False
1441,EA,PD4A,,REGISTRATION OF TRANSFER OF A EURASIAN PATENT IN ACCORDANCE WITH THE SUCCESSION IN TITLE,REGISTRATION OF TRANSFER OF A EURASIAN PATENT IN ACCORDANCE WITH THE SUCCESSION IN TITLE,R,PARTY DATA CHANGE,NEUTRAL,False
1442,EA,PZ1A,,REGISTRATION OF PLEDGE OF RIGHTS TO A EURASIAN APPLICATION,REGISTRATION OF PLEDGE OF RIGHTS TO A EURASIAN APPLICATION,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,PENDING,False
1443,EA,PZ4A,,REGISTRATION OF PLEDGE OF RIGHTS TO A EURASIAN PATENT,REGISTRATION OF PLEDGE OF RIGHTS TO A EURASIAN PATENT,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1444,EA,QB4A,,REGISTRATION OF A LICENCE IN A CONTRACTING STATE,REGISTRATION OF A LICENCE IN A CONTRACTING STATE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1445,EA,QC4A,,TERMINATION OF A REGISTERED LICENCE IN A CONTRACTING STATE,TERMINATION OF A REGISTERED LICENCE IN A CONTRACTING STATE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1446,EA,QZ4A,,REGISTERED CORRECTIONS AND AMENDMENTS IN A LICENCE,REGISTERED CORRECTIONS AND AMENDMENTS IN A LICENCE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1447,EA,RH4A,+,GRANT OF A DUPLICATE OF A EURASIAN PATENT,GRANT OF A DUPLICATE OF A EURASIAN PATENT,F,IP RIGHT GRANT,ALIVE,False
1448,EA,RL4A,,COURT DECISIONS RENDERED IN RESPECT OF A EURASIAN PATENT,COURT DECISIONS RENDERED IN RESPECT OF A EURASIAN PATENT,V,APPEAL,NEUTRAL,False
1449,EA,TB4A,,CORRECTION OF COMPOSITION OF INVENTORS IN A PUBLISHED EURASIAN PATENT,CORRECTION OF COMPOSITION OF INVENTORS IN A PUBLISHED EURASIAN PATENT,R,PARTY DATA CHANGE,NEUTRAL,False
1450,EA,TC4A,,CHANGE IN NAME OF A PATENT PROPRIETOR IN A EURASIAN PATENT,CHANGE IN NAME OF A PATENT PROPRIETOR IN A EURASIAN PATENT,R,PARTY DATA CHANGE,NEUTRAL,False
1451,EA,TH4A,,PUBLICATION OF THE CORRECTED SPECIFICATION TO EURASIAN PATENT,PUBLICATION OF THE CORRECTED SPECIFICATION TO EURASIAN PATENT,P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
1452,EA,TK4A,,CORRECTIONS IN PUBLISHED EURASIAN PATENTS,CORRECTIONS IN PUBLISHED EURASIAN PATENTS,P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
1453,EA,TZ4A,,PUBLICATION OF CORRECTED EURASIAN PATENT (FIRST PAGE),PUBLICATION OF CORRECTED EURASIAN PATENT (FIRST PAGE),,,PENDING,False
1454,EE,AA1Y,+,SPC FILED,TAEIENDAVA KAITSE TAOTLUSED,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
1455,EE,BB2E,+,TRANSLATION OF THE CLAIMS OF A PUBLISHED EUROPEAN PATENT APPLICATION,AVALDATUD EUROPEA PATENDITAOTLUSTE PATENDINOUDLUSE TOLKED,W,OTHER,PENDING,False
1456,EE,EXFP,+,UTILITY MODEL EXTENDED TO 8 OR 10 YEARS AFTER PAYMENT OF FEE,KASULIKU MUDELI REGISTREERINGUT PUUDAUTAVAD MUUD TEATED,U,PAYMENT,ALIVE,False
1457,EE,FC1Y,-,SPC APPLICATION REFUSED,TAGASILUEKATUD TAEIENDAVA KAITSE TAOTLUSED,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
1458,EE,FG1Y,+,SPC GRANTED,TAEIENDAVA KAITSE ANDMINE,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
1459,EE,FG4A,+,TRANSLATION OF THE SPECIFICATION OF EUROPEAN PATENT VALID IN ESTONIA,ESTIS KEHTIVATE EUROOPA PATENTIDE PATENDIKIRJELDUSE TOLKED,W,OTHER,UNKNOWN,False
1460,EE,GB1A,,CHANGE IN THE OWNERSHIP OR IN THE ADDRESS OF THE OWNER,A VALDATUD PATENTIAOTLUSTE OIGUSLIKU STAATUSE MUUDATUSED,R,PARTY DATA CHANGE,NEUTRAL,False
1461,EE,HA1A,,CORRECTION OF INVENTOR NAME OR ADDRESS,CORRECTION OF INVENTOR NAME OR ADDRESS,R,PARTY DATA CHANGE,NEUTRAL,False
1462,EE,HB1A,,CORRECTION OF OWNER NAME OR ADDRESS,CORRECTION OF OWNER NAME OR ADDRESS,R,PARTY DATA CHANGE,NEUTRAL,False
1463,EE,HC1A,,CHANGE OF OWNER NAME,CHANGE OF OWNER NAME,R,PARTY DATA CHANGE,NEUTRAL,False
1464,EE,HD1A,,CORRECTION OF ADDRESS,CORRECTION OF ADDRESS,R,PARTY DATA CHANGE,NEUTRAL,False
1465,EE,HE1A,,CHANGE OF ADDRESS,CHANGE OF ADDRESS,R,PARTY DATA CHANGE,NEUTRAL,False
1466,EE,HF1A,,CORRECTION OF A DATE,CORRECTION OF A DATE,P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
1467,EE,HG1A,,CORRECTION OF CLASSIFICATION,CORRECTION OF CLASSIFICATION,,,NEUTRAL,False
1468,EE,HH1A,,CHANGE OF REPRESENTATIVE,CHANGE OF REPRESENTATIVE,R,PARTY DATA CHANGE,NEUTRAL,False
1469,EE,HH2A,,CORRECTION OF EP APPLICATION AND TRANSLATION OF THE SPECIFICATION OF A EUROPEAN PATENT VALID IN ESTONIA,EUROOPA PETENDITAOLUSTE JA EESTIS KEHTIVATE EUROOPA PATENTIDE PETENDIKIRJELDUSE TOLGETE PARANDUSED,Z,CLASSIFICATION PENDING,PENDING,False
1470,EE,HK1A,,ERRATUM IN GAZETTE,ERRATUM IN GAZETTE,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
1471,EE,HZ1A,,CORRECTIONS AND CHANGES IN PUBLISHED PATENT APPLICATIONS,AVALDATUD PATENDITAOTLUSTE ANDMETE PARANDUSED JA MUUDATUSED,Y,CORRECTION AND DELETION OF EVENT INFORMATION,PENDING,False
1472,EE,KB4A,+,VALID PATENT AT THE END OF A YEAR,KEHTIVATE PATENTIDE NUMBRILINE LOEND SEISUGA,W,OTHER,UNKNOWN,True
1473,EE,LD1K,,CORRECTION OF UTILITY MODEL SPECIFICATION,MUUDATUSED KASULIKUS MUDELIS,P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
1474,EE,LD4A,,AMENDMENT IN THE SPECIFICATION,MUUDATUSED PATENTIDES,P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
1475,EE,MA1K,-,RENUNCIATION,KASULIKU MUDELI REGISTREERINGU KEHTIVUSE LOPPEMINE (RENUNCIATION),H,IP RIGHT CESSATION,DEAD,False
1476,EE,MA4A,-,ABANDONMENT OR WITHDRAWAL,PATENTIDE KEHTIVUSE LOPPEMINE: TEADE AVALDATAKSE PATENDISEADUSE PARAGRAHVI 38 LOIKE 2 JA PARAGRAHVI 50 LOIKE 5 ALUSEL,H,IP RIGHT CESSATION,DEAD,False
1477,EE,MC1Y,-,ANNULMENT OF AN SPC,TAEIENDAVA KAITSE TUEHISTAMINE,H,IP RIGHT CESSATION,DEAD,False
1478,EE,MF1K,-,REVOCATION AFTER OPPOSITION,KASULIKU MUDELI REGISTREERINGU KEHTIVUSE LOPPEMINE (REVOCATION),H,IP RIGHT CESSATION,DEAD,False
1479,EE,MF4A,-,RIGHT REVOKED FOLLOWING OPPOSITION OR REVOCATION,RIGHT REVOKED FOLLOWING OPPOSITION OR REVOCATION,H,IP RIGHT CESSATION,DEAD,False
1480,EE,MM1K,-,LAPSE DUE TO NON-PAYMENT OF FEE [UTILITY MODEL],KASULIKU MUDELI REGISTREERINGU KEHTIVUSE LOPPEMINE,H,IP RIGHT CESSATION,DEAD,False
1481,EE,MM4A,-,LAPSED BY NOT PAYING THE ANNUAL FEES,PATENTIDE KEHTIVUSE LOPPEMINE: TEADE AVALDATAKSE PATENDISEADUSE PARAGRAHVI 38 LOIKE 2 JA PARAGRAHVI 50 LOIKE 5 ALUSEL,H,IP RIGHT CESSATION,DEAD,False
1482,EE,PC1K,,CHANGE OF OWNERSHIP (OF UTILITY MODEL),REGISTREERITUD KASULIKE MUDELITE OIGUSLIKU STAATUSE MUUDATUSED,R,PARTY DATA CHANGE,NEUTRAL,False
1483,EE,QB1K,,REGISTRATION OF A LICENCE FOR A UTILITY MODEL,KASULIKU MUDELI LITSENTSIDE REGISTREERIM INE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1484,EE,QB4A,+,LICENCE REGISTERED,LITSENDTSIDE REGISTREERIMINE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,UNKNOWN,False
1485,EE,RC1K,,REGISTRATION OF A PLEDGE FOR A UTILITY MODEL,KASULIKU MUDELI PANTIDE REGISTREERIM INE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1486,EE,RZ4A,,PLEDGE REGISTRATION,PANDI REGISTREERIMINE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1487,EE,SPCE,+,REQUEST FOR EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE  FILED [PAEDIATRIC EXTENSION],PEDIAATRIAS KASUTATAVATE RAVIMITE TAIENDAVA KAITSE PIKENDAMISE TAOTLUSTE,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
1488,EE,SPCJ,,PLEDGE OF A SUPPLEMENTARY PROTECTION CERTIFICATE,PLEDGE OF A SUPPLEMENTARY PROTECTION CERTIFICATE,,,NEUTRAL,False
1489,EE,SPCM,,CORRECTION AND AMENDMENT TO THE DATA CONCERNING APPLICATION FOR A SUPPLEMENTARY PROTECTION CERTIFICATE,TAEIENDAVA KAITSE TAOTLUSTE ANDMETE MUUDATUSED JA PARANDUSED,P,RE-PUBLICATION OF DOCUMENT AFTER MODIFICATION,PENDING,False
1490,EE,SPCR,-,EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE: REFUSED [PAEDIATRIC EXTENSION],PEDIAATRIAS KASUTATAVATE RAVIMITE TAIENDAVA KAITSE PIKENDAMISE TAGASILUKATUD TAOTLUSED,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
1491,EE,SPCT,,PARTY DATA CHANGE RELATED TO A SUPPLEMENTARY PROTECTION CERTIFICATE,TAEIENDAVA KAITSE TAOTLUSTE OIGUSLIKU STAATUSE MUUDATUSED,R,PARTY DATA CHANGE,NEUTRAL,False
1492,EE,SPCX,-,TERM OF VALIDITY OF SUPPLEMENTARY PROTECTION EXPIRED,TAEIENDAVA KAITSE KEHTIVUSE LOPPEMINE,H,IP RIGHT CESSATION,DEAD,False
1493,EE,SPCZ,+,EXTENSION OF SUPPLEMENTARY PROTECTION CERTIFICATE: GRANTED [PAEDIATRIC EXTENSION],PEDIAATRIAS KASUTATAVATE RAVIMITE TAIENDAVA KAITSE PIKENDAMINE,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
1494,EE,TC1K,,CHANGE OF NAME (IN UTILITY MODEL),KASULIKU MUDELI REGISTREERINGU ANDMETE MUUDATUSED (NAME),R,PARTY DATA CHANGE,NEUTRAL,False
1495,EE,TE1K,,CHANGE OF ADDRESS (IN UTILITY MODEL),KASULIKU MUDELI REGISTREERINGU ANDMETE MUUDATUSED (ADDRESS),R,PARTY DATA CHANGE,NEUTRAL,False
1496,EE,TH1K,,CHANGE OF REPRESENTATIVE (IN UTILITY MODEL),KASULIKU MUDELI REGISTREERINGU ANDMETE MUUDATUSED (REPRESENTATIVE),R,PARTY DATA CHANGE,NEUTRAL,False
1497,EE,TH4A,+,REINSTATEMENT,ENNISTATUD,K,IP RIGHT REVIVAL,ALIVE,False
1498,EP,110E,,REQUEST FILED FOR CONVERSION INTO A NATIONAL PATENT APPLICATION [ACCORDING TO ART. 135 EPC],REQUEST FILED FOR CONVERSION INTO A NATIONAL PATENT APPLICATION [ACCORDING TO ART. 135 EPC],A,APPLICATION FILING,PENDING,False
1499,EP,111L,,LICENCE RECORDED,LICENCE RECORDED,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1500,EP,111R,,"OTHER RIGHTS ""IN REM""","OTHER RIGHTS ""IN REM""",,,NEUTRAL,False
1501,EP,111Z,,INFORMATION PROVIDED ON OTHER RIGHTS AND LEGAL MEANS OF EXECUTION,INFORMATION PROVIDED ON OTHER RIGHTS AND LEGAL MEANS OF EXECUTION,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
1502,EP,16A,,NEW DOCUMENTS DESPATCHED TO APPLICANT AFTER PUBLICATION OF THE SEARCH REPORT,NEW DOCUMENTS DESPATCHED TO APPLICANT AFTER PUBLICATION OF THE SEARCH REPORT,D,SEARCH AND EXAMINATION,PENDING,False
1503,EP,17A,+,APPLICATION MAINTAINED,APPLICATION MAINTAINED,,,PENDING,False
1504,EP,17P,+,REQUEST FOR EXAMINATION FILED,REQUEST FOR EXAMINATION FILED,D,SEARCH AND EXAMINATION,PENDING,False
1505,EP,17Q,+,FIRST EXAMINATION REPORT DESPATCHED,FIRST EXAMINATION REPORT DESPATCHED,D,SEARCH AND EXAMINATION,PENDING,False
1506,EP,18D,-,APPLICATION DEEMED TO BE WITHDRAWN,APPLICATION DEEMED TO BE WITHDRAWN,B,APPLICATION DISCONTINUATION,DEAD,False
1507,EP,18R,-,APPLICATION REFUSED,APPLICATION REFUSED,B,APPLICATION DISCONTINUATION,DEAD,False
1508,EP,18RA,+,REQUEST FILED FOR RE-ESTABLISHMENT OF RIGHTS BEFORE GRANT,REQUEST FILED FOR RE-ESTABLISHMENT OF RIGHTS BEFORE GRANT,C,APPLICATION REVIVAL,ALIVE,False
1509,EP,18RR,+,DECISION TO GRANT THE REQUEST FOR RE-ESTABLISHMENT OF RIGHTS BEFORE GRANT,DECISION TO GRANT THE REQUEST FOR RE-ESTABLISHMENT OF RIGHTS BEFORE GRANT,C,APPLICATION REVIVAL,ALIVE,False
1510,EP,18W,-,APPLICATION WITHDRAWN,APPLICATION WITHDRAWN,B,APPLICATION DISCONTINUATION,DEAD,False
1511,EP,19A,-,PROCEEDINGS STAYED BEFORE GRANT,PROCEEDINGS STAYED BEFORE GRANT,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,UNKNOWN,False
1512,EP,19F,+,RESUMPTION OF PROCEEDINGS BEFORE GRANT (AFTER STAY OF PROCEEDINGS),RESUMPTION OF PROCEEDINGS BEFORE GRANT (AFTER STAY OF PROCEEDINGS),T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,ALIVE,False
1513,EP,19U,-,INTERRUPTION OF PROCEEDINGS BEFORE GRANT,INTERRUPTION OF PROCEEDINGS BEFORE GRANT,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,UNKNOWN,False
1514,EP,19W,+,PROCEEDINGS RESUMED BEFORE GRANT AFTER INTERRUPTION OF PROCEEDINGS,PROCEEDINGS RESUMED BEFORE GRANT AFTER INTERRUPTION OF PROCEEDINGS,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,ALIVE,False
1515,EP,19X,,INFORMATION ON STAY/INTERRUPTION OF PROCEEDINGS DELETED,INFORMATION ON STAY/INTERRUPTION OF PROCEEDINGS DELETED,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,NEUTRAL,False
1516,EP,25,-,LAPSED IN A CONTRACTING STATE ANNOUNCED VIA POSTGRANT INFORM. FROM NAT. OFFICE TO EPO,LAPSED IN A CONTRACTING STATE ANNOUNCED VIA POSTGRANT INFORM. FROM NAT. OFFICE TO EPO,,,DEAD,False
1517,EP,25N,+,VALID IN ALL DESIGNATED STATES,VALID IN ALL DESIGNATED STATES,,,UNKNOWN,False
1518,EP,26,-,OPPOSITION FILED,OPPOSITION FILED,L,IP RIGHT REVIEW REQUEST,UNKNOWN,False
1519,EP,26D,+,OPPOSITION DEEMED NOT TO HAVE BEEN FILED,OPPOSITION DEEMED NOT TO HAVE BEEN FILED,L,IP RIGHT REVIEW REQUEST,UNKNOWN,False
1520,EP,26N,+,NO OPPOSITION FILED,NO OPPOSITION FILED,L,IP RIGHT REVIEW REQUEST,UNKNOWN,False
1521,EP,26U,+,OPPOSITION FOUND INADMISSIBLE,OPPOSITION FOUND INADMISSIBLE,L,IP RIGHT REVIEW REQUEST,UNKNOWN,False
1522,EP,27A,,PATENT MAINTAINED IN AMENDED FORM,PATENT MAINTAINED IN AMENDED FORM,M,IP RIGHT MAINTENANCE,NEUTRAL,False
1523,EP,27C,+,OPPOSITION PROCEEDINGS TERMINATED,OPPOSITION PROCEEDINGS TERMINATED,L,IP RIGHT REVIEW REQUEST,UNKNOWN,False
1524,EP,27O,+,OPPOSITION REJECTED,OPPOSITION REJECTED,L,IP RIGHT REVIEW REQUEST,UNKNOWN,False
1525,EP,27W,-,PATENT REVOKED,PATENT REVOKED,H,IP RIGHT CESSATION,DEAD,False
1526,EP,28,+,RIGHTS RE-ESTABLISHED AFTER GRANT,RIGHTS RE-ESTABLISHED AFTER GRANT,K,IP RIGHT REVIVAL,ALIVE,False
1527,EP,29A,-,PROCEEDINGS STAYED AFTER GRANT,PROCEEDINGS STAYED AFTER GRANT,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,UNKNOWN,False
1528,EP,29F,+,PROCEEDINGS RESUMED AFTER GRANT [AFTER STAY OF PROCEEDINGS ACCORDING TO RULE 14 EPC],PROCEEDINGS RESUMED AFTER GRANT [AFTER STAY OF PROCEEDINGS ACCORDING TO RULE 14 EPC],T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,ALIVE,False
1529,EP,29U,-,PROCEEDINGS INTERRUPTED AFTER GRANT ACCORDING TO RULE 142 EPC,PROCEEDINGS INTERRUPTED AFTER GRANT ACCORDING TO RULE 142 EPC,T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,UNKNOWN,False
1530,EP,29W,+,PROCEEDINGS RESUMED AFTER GRANT [AFTER INTERRUPTION OF PROCEEDINGS ACCORDING TO RULE 142 EPC],PROCEEDINGS RESUMED AFTER GRANT [AFTER INTERRUPTION OF PROCEEDINGS ACCORDING TO RULE 142 EPC],T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,ALIVE,False
1531,EP,31I,-,INTERRUPTION,INTERRUPTION,,,UNKNOWN,False
1532,EP,31R,+,RESUMPTION,RESUMPTION,,,ALIVE,False
1533,EP,31S,-,SUSPENSION,SUSPENSION,,,UNKNOWN,False
1534,EP,31W,+,RESUMPTION,RESUMPTION,,,ALIVE,False
1535,EP,32,-,CONVERSION,CONVERSION,,,UNKNOWN,False
1536,EP,32PN,-,PUBLIC NOTIFICATION,PUBLIC NOTIFICATION,W,OTHER,UNKNOWN,False
1537,EP,33,,TRANSFER OF RIGHTS,TRANSFER OF RIGHTS,,,NEUTRAL,False
1538,EP,34E,,"ESTABLISHMENT OF OTHER RIGHTS ""IN REM""","ESTABLISHMENT OF OTHER RIGHTS ""IN REM""",,,NEUTRAL,False
1539,EP,34G,,GRANT OF LICENCES,GRANT OF LICENCES,,,NEUTRAL,False
1540,EP,34L,,LEGAL MEANS OF EXECUTION,LEGAL MEANS OF EXECUTION,,,NEUTRAL,False
1541,EP,34TL,,TRANSFER OF LICENCES,TRANSFER OF LICENCES,,,NEUTRAL,False
1542,EP,34TR,,"TRANSFER OF OTHER RIGHTS ""IN REM""","TRANSFER OF OTHER RIGHTS ""IN REM""",,,NEUTRAL,False
1543,EP,35,,CORRECTION,CORRECTION,,,NEUTRAL,False
1544,EP,710B,,GB: PROCEEDING UNDER RULE 110(4) PATENTS ACT 1977,GB: VERFAHREN UNTER REGEL 110(4) PATENTGESETZ 1977,,,NEUTRAL,False
1545,EP,7119,-,GB: EP PATENT (UK) WITHDRAWN (SECTION 117/1977),GB: EP PATENT (UK) WITHDRAWN (SECTION 117/1977),H,IP RIGHT CESSATION,DEAD,False
1546,EP,A4,+,SUPPLEMENTARY SEARCH REPORT DRAWN UP AND DESPATCHED,SUPPLEMENTARY SEARCH REPORT DRAWN UP AND DESPATCHED,D,SEARCH AND EXAMINATION,PENDING,False
1547,EP,A5,+,SEPARATE PUBLICATION OF THE EP OR INT. SEARCH REPORT,SEPARATE PUBLICATION OF THE EP OR INT. SEARCH REPORT,,,PENDING,False
1548,EP,AC,,DIVISIONAL APPLICATION: REFERENCE TO EARLIER APPLICATION,DIVISIONAL APPLICATION: REFERENCE TO EARLIER APPLICATION,A,APPLICATION FILING,PENDING,False
1549,EP,AF,,NEW APPLICATION ACCORDING TO ART. 61(8) EPC: REFERENCE TO EARLIER DOCUMENT,NEW APPLICATION ACCORDING TO ART. 61(8) EPC: REFERENCE TO EARLIER DOCUMENT,A,APPLICATION FILING,PENDING,False
1550,EP,AK,+,DESIGNATED CONTRACTING STATES,DESIGNATED CONTRACTING STATES,W,OTHER,UNKNOWN,False
1551,EP,AKNL,,NL: CORRECTIONS (PART 1 HEADING G),[NO ORIGINAL LANGUAGE PROVIDED],,,NEUTRAL,False
1552,EP,AKX,+,DESIGNATION FEES PAID,DESIGNATION FEES PAID,U,PAYMENT,UNKNOWN,False
1553,EP,AKY,-,NO DESIGNATION FEES PAID,NO DESIGNATION FEES PAID,U,PAYMENT,UNKNOWN,False
1554,EP,APAA,,APPEAL REFERENCE RECORDED,APPEAL NUMBER,V,APPEAL,NEUTRAL,False
